Crop,Crop_Year,Season,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Safflower,2004,Rabi,1804.0,1092,1290.4,195445.36,378.84,0.498
Sesamum,2004,Autumn,4001.0,978,1290.4,433468.34,840.21,0.199375
Sesamum,2004,Summer,8284.0,2187,1290.4,897488.56,1739.64,0.283076923
Sesamum,2004,Winter,36428.0,7719,1290.4,3946609.52,7649.88,0.164583333
Small millets,2004,Kharif,24875.0,11098,1290.4,2694957.5,5223.75,0.453684211
Sugarcane,2004,Winter,14486.0,926085,1290.4,1569413.24,3042.06,56.76321429
Sunflower,2004,Rabi,7578.0,5845,1290.4,821000.52,1591.38,0.65137931
Sweet potato,2004,Whole Year,47112.0,394287,1290.4,5104114.08,9893.52,8.469666667
Tobacco,2004,Whole Year,4760.0,3247,1290.4,515698.4,999.6,0.561
Turmeric,2004,Whole Year,23860.0,56768,1290.4,2584992.4,5010.6,2.249333333
Urad,2004,Autumn,27222.0,5867,1290.4,2949231.48,5716.62,0.199047619
Urad,2004,Summer,4605.0,1886,1290.4,498905.7,967.05,0.289
Urad,2004,Winter,92216.0,24915,1290.4,9990681.44,19365.36,0.230344828
Wheat,2004,Summer,4054.0,5313,1290.4,439210.36,851.34,1.266071429
Groundnut,1998,Autumn,32001.0,27051,1357.1,3161698.8,9280.29,0.742608696
Groundnut,1998,Summer,45581.0,39912,1357.1,4503402.8,13218.49,1.031
Groundnut,1998,Winter,5987.0,5184,1357.1,591515.6,1736.23,0.94
Horse-gram,1998,Summer,528.0,81,1357.1,52166.4,153.12,0.105714286
Horse-gram,1998,Winter,96407.0,23838,1357.1,9525011.6,27958.03,0.250666667
Jute,1998,Autumn,5313.0,41593,1357.1,524924.4,1540.77,6.449090909
Maize,1998,Autumn,50230.0,65866,1357.1,4962724.0,14566.7,0.838846154
Maize,1998,Summer,276.0,240,1357.1,27268.8,80.04,0.94125
Maize,1998,Winter,417.0,247,1357.1,41199.6,120.93,0.717142857
Moong(Green Gram),1998,Autumn,21845.0,5123,1357.1,2158286.0,6335.05,0.174210526
Moong(Green Gram),1998,Summer,92720.0,22077,1357.1,9160736.0,26888.8,0.253793103
Moong(Green Gram),1998,Winter,106933.0,17537,1357.1,10564980.4,31010.57,0.136296296
Potato,1998,Winter,7955.0,92624,1357.1,785954.0,2306.95,9.830666667
Ragi,1998,Autumn,41039.0,27015,1357.1,4054653.2,11901.31,0.408
Ragi,1998,Summer,861.0,596,1357.1,85066.8,249.69,0.476363636
Ragi,1998,Winter,39112.0,24271,1357.1,3864265.6,11342.48,0.539047619
Rapeseed &Mustard,1998,Winter,19021.0,2376,1357.1,1879274.8,5516.09,0.113
Rice,1998,Autumn,819731.0,501365,1357.1,80989422.8,237721.99,0.837666667
Rice,1998,Summer,268081.0,506455,1357.1,26486402.8,77743.49,1.582666667
Rice,1998,Winter,3358901.0,4383502,1357.1,331859418.8,974081.29,1.342333333
Sesamum,1998,Autumn,7694.0,1269,1357.1,760167.2,2231.26,0.182941176
Sesamum,1998,Summer,7864.0,1683,1357.1,776963.2,2280.56,0.203703704
Sesamum,1998,Winter,37995.0,6669,1357.1,3753906.0,11018.55,0.1668
Sugarcane,1998,Winter,22325.0,1469529,1357.1,2205710.0,6474.25,58.57666667
Urad,1998,Autumn,35494.0,9030,1357.1,3506807.2,10293.26,0.1888
Urad,1998,Summer,2544.0,529,1357.1,251347.2,737.76,0.240454545
Urad,1998,Winter,100561.0,28577,1357.1,9935426.8,29162.69,0.222666667
Wheat,1998,Summer,3868.0,4441,1357.1,382158.4,1121.72,1.108
Groundnut,2005,Autumn,34909.0,28983,1503.4,4186287.28,7330.89,0.706
Groundnut,2005,Summer,52720.0,74525,1503.4,6322182.4,11071.2,1.252758621
Groundnut,2005,Winter,3171.0,2831,1503.4,380266.32,665.91,0.913157895
Horse-gram,2005,Summer,439.0,83,1503.4,52644.88,92.19,0.217777778
Horse-gram,2005,Winter,75000.0,20905,1503.4,8994000.0,15750.0,0.287666667
Jute,2005,Autumn,2724.0,24644,1503.4,326662.08,572.04,8.301428571
Maize,2005,Autumn,56216.0,85608,1503.4,6741422.72,11805.36,0.9388
Maize,2005,Summer,1585.0,3455,1503.4,190073.2,332.85,1.497142857
Maize,2005,Winter,5786.0,12841,1503.4,693857.12,1215.06,1.32
Moong(Green Gram),2005,Autumn,20063.0,4344,1503.4,2405954.96,4213.23,0.175333333
Moong(Green Gram),2005,Summer,132266.0,42509,1503.4,15861338.72,27775.86,0.2875
Moong(Green Gram),2005,Winter,104909.0,19319,1503.4,12580687.28,22030.89,0.239259259
Potato,2005,Winter,8305.0,75078,1503.4,995935.6,1744.05,8.475517241
Ragi,2005,Autumn,26366.0,16419,1503.4,3161810.72,5536.86,0.526842105
Ragi,2005,Summer,226.0,180,1503.4,27101.92,47.46,0.693333333
Ragi,2005,Winter,38975.0,23717,1503.4,4673882.0,8184.75,0.476470588
Rapeseed &Mustard,2005,Winter,17401.0,3330,1503.4,2086727.92,3654.21,0.172333333
Rice,2005,Autumn,781000.0,681000,1503.4,93657520.0,164010.0,1.016428571
Rice,2005,Summer,325000.0,702000,1503.4,38974000.0,68250.0,2.04
Rice,2005,Winter,3373000.0,5475000,1503.4,404490160.0,708330.0,1.639666667
Sesamum,2005,Autumn,3014.0,417,1503.4,361438.88,632.94,0.171176471
Sesamum,2005,Summer,10331.0,2788,1503.4,1238893.52,2169.51,0.284615385
Sesamum,2005,Winter,41341.0,9837,1503.4,4957612.72,8681.61,0.21125
Sugarcane,2005,Winter,16332.0,1073011,1503.4,1958533.44,3429.72,57.81310345
Urad,2005,Autumn,27147.0,5411,1503.4,3255468.24,5700.87,0.202380952
Urad,2005,Summer,6116.0,2458,1503.4,733430.72,1284.36,0.33
Urad,2005,Winter,100077.0,25771,1503.4,12001233.84,21016.17,0.252666667
Wheat,2005,Summer,3276.0,4486,1503.4,392857.92,687.96,1.2124
Groundnut,2006,Autumn,32928.0,28796,1716.9,4205234.88,7244.16,0.781666667
Groundnut,2006,Summer,42429.0,54800,1716.9,5418607.59,9334.38,1.179285714
Groundnut,2006,Winter,3535.0,4056,1716.9,451454.85,777.7,0.965789474
Horse-gram,2006,Summer,197.0,25,1716.9,25158.87,43.34,0.242857143
Horse-gram,2006,Winter,73305.0,21142,1716.9,9361781.55,16127.1,0.300666667
Jute,2006,Autumn,4858.0,47835,1716.9,620415.18,1068.76,8.724285714
Maize,2006,Autumn,53460.0,82868,1716.9,6827376.6,11761.2,0.964583333
Maize,2006,Summer,1916.0,4497,1716.9,244692.36,421.52,1.6265
Maize,2006,Winter,5894.0,15471,1716.9,752722.74,1296.68,1.662857143
Moong(Green Gram),2006,Autumn,22715.0,5201,1716.9,2900932.65,4997.3,0.20125
Moong(Green Gram),2006,Summer,127125.0,34313,1716.9,16235133.75,27967.5,0.278275862
Moong(Green Gram),2006,Winter,85385.0,17673,1716.9,10904518.35,18784.7,0.23862069
Potato,2006,Winter,8176.0,79316,1716.9,1044156.96,1798.72,8.693793103
Ragi,2006,Autumn,24822.0,15419,1716.9,3170017.62,5460.84,0.5665
Ragi,2006,Summer,274.0,202,1716.9,34992.54,60.28,0.59
Ragi,2006,Winter,39905.0,27462,1716.9,5096267.55,8779.1,0.522666667
Rapeseed &Mustard,2006,Winter,15161.0,2578,1716.9,1936211.31,3335.42,0.154
Rice,2006,Autumn,757000.0,765000,1716.9,96676470.0,166540.0,1.056785714
Rice,2006,Summer,315000.0,720000,1716.9,40228650.0,69300.0,2.012
Rice,2006,Winter,3379000.0,5338000,1716.9,431532090.0,743380.0,1.580333333
Sesamum,2006,Autumn,3320.0,612,1716.9,423997.2,730.4,0.184705882
Sesamum,2006,Summer,9607.0,2417,1716.9,1226909.97,2113.54,0.272916667
Sesamum,2006,Winter,37416.0,7638,1716.9,4778397.36,8231.52,0.184166667
Sugarcane,2006,Winter,20095.0,1274372,1716.9,2566332.45,4420.9,58.80103448
Urad,2006,Autumn,27628.0,5991,1716.9,3528371.88,6078.16,0.235
Urad,2006,Summer,6118.0,2164,1716.9,781329.78,1345.96,0.300588235
Urad,2006,Winter,92126.0,28531,1716.9,11765411.46,20267.72,0.285666667
Wheat,2006,Summer,3913.0,5802,1716.9,499729.23,860.86,1.303076923
Groundnut,2007,Autumn,31474.0,30635,1633.8,4198631.6,5035.84,0.812083333
Groundnut,2007,Summer,50530.0,69544,1633.8,6740702.0,8084.8,1.252142857
Groundnut,2007,Winter,2094.0,2406,1633.8,279339.6,335.04,1.054
Horse-gram,2007,Summer,152.0,42,1633.8,20276.8,24.32,0.226666667
Horse-gram,2007,Winter,71956.0,21084,1633.8,9598930.4,11512.96,0.306666667
Jute,2007,Autumn,5818.0,49836,1633.8,776121.2,930.88,8.147777778
Maize,2007,Autumn,64690.0,122879,1633.8,8629646.0,10350.4,1.096923077
Maize,2007,Summer,2874.0,6495,1633.8,383391.6,459.84,1.383043478
Maize,2007,Winter,6505.0,17797,1633.8,867767.0,1040.8,1.561333333
Moong(Green Gram),2007,Autumn,23687.0,5930,1633.8,3159845.8,3789.92,0.199375
Moong(Green Gram),2007,Summer,148138.0,38981,1633.8,19761609.2,23702.08,0.288928571
Moong(Green Gram),2007,Winter,86079.0,18188,1633.8,11482938.6,13772.64,0.254074074
Potato,2007,Winter,8514.0,94255,1633.8,1135767.6,1362.24,9.788
Ragi,2007,Autumn,26217.0,17357,1633.8,3497347.8,4194.72,0.541
Ragi,2007,Summer,484.0,428,1633.8,64565.6,77.44,0.78
Ragi,2007,Winter,40826.0,28992,1633.8,5446188.4,6532.16,0.522307692
Rapeseed &Mustard,2007,Winter,15884.0,3232,1633.8,2118925.6,2541.44,0.190689655
Rice,2007,Autumn,742000.0,814000,1633.8,98982800.0,118720.0,1.082857143
Rice,2007,Summer,334000.0,816000,1633.8,44555600.0,53440.0,2.108928571
Rice,2007,Winter,3376000.0,5910000,1633.8,450358400.0,540160.0,1.747
Sesamum,2007,Autumn,4528.0,766,1633.8,604035.2,724.48,0.197058824
Sesamum,2007,Summer,13819.0,3181,1633.8,1843454.6,2211.04,0.2736
Sesamum,2007,Winter,30132.0,6220,1633.8,4019608.8,4821.12,0.1825
Sugarcane,2007,Winter,19819.0,1069228,1633.8,2643854.6,3171.04,52.94266667
Urad,2007,Autumn,32628.0,7455,1633.8,4352575.2,5220.48,0.222916667
Urad,2007,Summer,9397.0,3568,1633.8,1253559.8,1503.52,0.276521739
Urad,2007,Winter,106962.0,35299,1633.8,14268730.8,17113.92,0.297333333
Wheat,2007,Summer,5548.0,8721,1633.8,740103.2,887.68,1.398
Groundnut,2008,Autumn,32265.0,31406,1539.0,4615185.6,2903.85,0.79
Groundnut,2008,Summer,49116.0,62791,1539.0,7025552.64,4420.44,1.197586207
Groundnut,2008,Winter,2065.0,2289,1539.0,295377.6,185.85,1.129545455
Horse-gram,2008,Summer,94.0,25,1539.0,13445.76,8.46,0.242
Horse-gram,2008,Winter,58696.0,16093,1539.0,8395875.84,5282.64,0.304666667
Jute,2008,Autumn,2429.0,19892,1539.0,347444.16,218.61,7.437142857
Maize,2008,Autumn,64461.0,128056,1539.0,9220501.44,5801.49,1.1028
Maize,2008,Summer,2249.0,5960,1539.0,321696.96,202.41,1.528888889
Maize,2008,Winter,307.0,676,1539.0,43913.28,27.63,1.625333333
Moong(Green Gram),2008,Autumn,22676.0,5300,1539.0,3243575.04,2040.84,0.184285714
Moong(Green Gram),2008,Summer,125260.0,36512,1539.0,17917190.4,11273.4,0.2825
Moong(Green Gram),2008,Winter,85557.0,18854,1539.0,12238073.28,7700.13,0.265357143
Potato,2008,Winter,7315.0,75577,1539.0,1046337.6,658.35,9.706896552
Ragi,2008,Autumn,26091.0,17371,1539.0,3732056.64,2348.19,0.573
Ragi,2008,Summer,289.0,230,1539.0,41338.56,26.01,0.7
Ragi,2008,Winter,39333.0,23440,1539.0,5626192.32,3539.97,0.563333333
Rapeseed &Mustard,2008,Winter,13736.0,2527,1539.0,1964797.44,1236.24,0.166206897
Rice,2008,Autumn,707000.0,735000,1539.0,101129280.0,63630.0,1.062142857
Rice,2008,Summer,331000.0,811000,1539.0,47346240.0,29790.0,2.051538462
Rice,2008,Winter,3417000.0,5266000,1539.0,488767680.0,307530.0,1.545333333
Sesamum,2008,Autumn,3550.0,485,1539.0,507792.0,319.5,0.156875
Sesamum,2008,Summer,5755.0,1455,1539.0,823195.2,517.95,0.278695652
Sesamum,2008,Winter,28319.0,5310,1539.0,4050749.76,2548.71,0.19625
Sugarcane,2008,Winter,10763.0,646243,1539.0,1539539.52,968.67,53.25
Urad,2008,Autumn,28830.0,6823,1539.0,4123843.2,2594.7,0.24125
Urad,2008,Summer,9669.0,3745,1539.0,1383053.76,870.21,0.31
Urad,2008,Winter,90687.0,26672,1539.0,12971868.48,8161.83,0.266551724
Wheat,2008,Summer,5267.0,7386,1539.0,753391.68,474.03,1.3836
Groundnut,2009,Autumn,30731.0,28876,1330.3,4788504.42,5224.27,0.813913043
Groundnut,2009,Summer,41875.0,55890,1330.3,6524962.5,7118.75,1.205517241
Groundnut,2009,Winter,3685.0,4440,1330.3,574196.7,626.45,1.126666667
Horse-gram,2009,Summer,276.0,74,1330.3,43006.32,46.92,0.2175
Horse-gram,2009,Winter,64317.0,19856,1330.3,10021874.94,10933.89,0.330333333
Jute,2009,Autumn,2935.0,30368,1330.3,457331.7,498.95,8.92
Maize,2009,Autumn,78682.0,169659,1330.3,12260229.24,13375.94,1.0184
Maize,2009,Summer,2265.0,5048,1330.3,352932.3,385.05,1.505217391
Maize,2009,Winter,211.0,302,1330.3,32878.02,35.87,1.5675
Moong(Green Gram),2009,Autumn,21731.0,4949,1330.3,3386124.42,3694.27,0.338
Moong(Green Gram),2009,Summer,147688.0,46492,1330.3,23012744.16,25106.96,0.296206897
Moong(Green Gram),2009,Winter,120690.0,27253,1330.3,18805915.8,20517.3,0.263703704
Potato,2009,Winter,7877.0,97000,1330.3,1227394.14,1339.09,11.02241379
Ragi,2009,Autumn,21856.0,13721,1330.3,3405601.92,3715.52,0.5895
Ragi,2009,Summer,225.0,205,1330.3,35059.5,38.25,0.6925
Ragi,2009,Winter,36949.0,23731,1330.3,5757393.18,6281.33,0.5675
Rapeseed &Mustard,2009,Winter,12841.0,2736,1330.3,2000884.62,2182.97,0.197241379
Rice,2009,Autumn,687000.0,618000,1330.3,107048340.0,116790.0,1.024074074
Rice,2009,Summer,265000.0,714000,1330.3,41292300.0,45050.0,2.163636364
Rice,2009,Winter,3413000.0,5581000,1330.3,531813660.0,580210.0,1.575666667
Sesamum,2009,Autumn,4560.0,785,1330.3,710539.2,775.2,0.197777778
Sesamum,2009,Summer,9198.0,2494,1330.3,1433232.36,1563.66,0.294347826
Sesamum,2009,Winter,31783.0,7216,1330.3,4952427.06,5403.11,0.213478261
Sugarcane,2009,Winter,7968.0,489941,1330.3,1241573.76,1354.56,54.9762069
Urad,2009,Autumn,29523.0,6514,1330.3,4600273.86,5018.91,0.26
Urad,2009,Summer,7333.0,2477,1330.3,1142628.06,1246.61,0.263
Urad,2009,Winter,93222.0,30271,1330.3,14525852.04,15847.74,0.299655172
Wheat,2009,Summer,3994.0,5782,1330.3,622345.08,678.98,1.3456
Groundnut,2010,Autumn,32004.0,30732,1291.9,5316184.44,7680.96,0.849565217
Groundnut,2010,Summer,37698.0,51336,1291.9,6262014.78,9047.52,1.247586207
Groundnut,2010,Winter,3074.0,3604,1291.9,510622.14,737.76,1.071333333
Horse-gram,2010,Summer,404.0,120,1291.9,67108.44,96.96,0.28
Horse-gram,2010,Winter,69005.0,22093,1291.9,11462420.55,16561.2,0.318965517
Jute,2010,Autumn,3181.0,36337,1291.9,528395.91,763.44,10.50428571
Maize,2010,Autumn,111982.0,284745,1291.9,18601330.02,26875.68,1.3952
Maize,2010,Summer,4454.0,12540,1291.9,739853.94,1068.96,1.8296
Maize,2010,Winter,740.0,1529,1291.9,122921.4,177.6,1.978666667
Moong(Green Gram),2010,Autumn,25378.0,6479,1291.9,4215539.58,6090.72,0.21375
Moong(Green Gram),2010,Summer,184234.0,61251,1291.9,30603109.74,44216.16,0.291034483
Moong(Green Gram),2010,Winter,78502.0,17381,1291.9,13039967.22,18840.48,0.248076923
Potato,2010,Winter,6528.0,76208,1291.9,1084366.08,1566.72,10.70074074
Ragi,2010,Autumn,27570.0,19424,1291.9,4579652.7,6616.8,0.6125
Ragi,2010,Summer,328.0,276,1291.9,54484.08,78.72,0.854285714
Ragi,2010,Winter,38276.0,27206,1291.9,6358026.36,9186.24,0.618333333
Rapeseed &Mustard,2010,Winter,15925.0,3345,1291.9,2645301.75,3822.0,0.18137931
Rice,2010,Autumn,678000.0,563000,1291.9,112622580.0,162720.0,0.939642857
Rice,2010,Summer,293000.0,863000,1291.9,48670230.0,70320.0,2.1024
Rice,2010,Winter,3255000.0,5398000,1291.9,540688050.0,781200.0,1.633
Sesamum,2010,Autumn,6354.0,1280,1291.9,1055462.94,1524.96,0.205555556
Sesamum,2010,Summer,7833.0,2092,1291.9,1301139.63,1879.92,0.324583333
Sesamum,2010,Winter,37563.0,8219,1291.9,6239589.93,9015.12,0.193478261
Sugarcane,2010,Winter,13142.0,902700,1291.9,2183017.62,3154.08,62.2525
Urad,2010,Autumn,35912.0,8515,1291.9,5965342.32,8618.88,0.230909091
Urad,2010,Summer,8014.0,2980,1291.9,1331205.54,1923.36,0.360416667
Urad,2010,Winter,89773.0,28134,1291.9,14912193.03,21545.52,0.280333333
Wheat,2010,Summer,2857.0,4176,1291.9,474576.27,685.68,1.3396
Groundnut,2011,Autumn,27791.0,22556,1346.2,4655548.32,9171.03,0.765454545
Groundnut,2011,Summer,36351.0,54008,1346.2,6089519.52,11995.83,1.411034483
Groundnut,2011,Winter,2140.0,2274,1346.2,358492.8,706.2,1.038
Horse-gram,2011,Summer,90.0,27,1346.2,15076.8,29.7,0.25
Horse-gram,2011,Winter,44164.0,10668,1346.2,7398353.28,14574.12,0.254137931
Jute,2011,Autumn,3910.0,32084,1346.2,655003.2,1290.3,9.218571429
Maize,2011,Autumn,98714.0,202050,1346.2,16536569.28,32575.62,1.3072
Maize,2011,Summer,3971.0,9914,1346.2,665221.92,1310.43,2.039130435
Maize,2011,Winter,177.0,227,1346.2,29651.04,58.41,1.776153846
Moong(Green Gram),2011,Autumn,24786.0,5254,1346.2,4152150.72,8179.38,0.190769231
Moong(Green Gram),2011,Summer,147141.0,47584,1346.2,24649060.32,48556.53,0.2925
Moong(Green Gram),2011,Winter,41861.0,8498,1346.2,7012554.72,13814.13,0.294814815
Niger seed,2011,Winter,31844.0,4770,1346.2,5334506.88,10508.52,0.124545455
Potato,2011,Winter,5779.0,63010,1346.2,968098.08,1907.07,10.49888889
Ragi,2011,Autumn,20228.0,12871,1346.2,3388594.56,6675.24,0.548235294
Ragi,2011,Summer,114.0,81,1346.2,19097.28,37.62,0.673333333
Ragi,2011,Winter,34666.0,17961,1346.2,5807248.32,11439.78,0.42
Rapeseed &Mustard,2011,Winter,10335.0,2194,1346.2,1731319.2,3410.55,0.191428571
Rice,2011,Autumn,536000.0,418000,1346.2,89790720.0,176880.0,0.8
Rice,2011,Summer,236000.0,755000,1346.2,39534720.0,77880.0,2.363913043
Rice,2011,Winter,3233000.0,4633000,1346.2,541592160.0,1066890.0,1.405333333
Sesamum,2011,Autumn,4517.0,745,1346.2,756687.84,1490.61,0.182
Sesamum,2011,Summer,5247.0,1549,1346.2,878977.44,1731.51,0.304347826
Sesamum,2011,Winter,16749.0,2507,1346.2,2805792.48,5527.17,0.176086957
Sugarcane,2011,Winter,14499.0,884716,1346.2,2428872.48,4784.67,59.61214286
Urad,2011,Autumn,29714.0,6032,1346.2,4977689.28,9805.62,0.20952381
Urad,2011,Summer,5980.0,2073,1346.2,1001769.6,1973.4,0.270434783
Urad,2011,Winter,76386.0,21975,1346.2,12796182.72,25207.38,0.253103448
Wheat,2011,Summer,1461.0,2396,1346.2,244746.72,482.13,1.39
Groundnut,2012,Autumn,25179.0,26492,1430.2,3796993.2,7805.49,1.015652174
Groundnut,2012,Summer,38683.0,52029,1430.2,5833396.4,11991.73,1.300344828
Groundnut,2012,Winter,2487.0,3136,1430.2,375039.6,770.97,1.155294118
Horse-gram,2012,Summer,61.0,19,1430.2,9198.8,18.91,0.28
Horse-gram,2012,Winter,48249.0,17465,1430.2,7275949.2,14957.19,0.363448276
Jute,2012,Autumn,1776.0,3112,1430.2,267820.8,550.56,1.694285714
Maize,2012,Autumn,90572.0,216990,1430.2,13658257.6,28077.32,1.4536
Maize,2012,Summer,3578.0,10000,1430.2,539562.4,1109.18,1.860909091
Maize,2012,Winter,331.0,483,1430.2,49914.8,102.61,2.008461538
Moong(Green Gram),2012,Autumn,21882.0,5999,1430.2,3299805.6,6783.42,0.242857143
Moong(Green Gram),2012,Summer,159285.0,54343,1430.2,24020178.0,49378.35,0.360357143
Moong(Green Gram),2012,Winter,99426.0,27442,1430.2,14993440.8,30822.06,0.322
Potato,2012,Winter,5324.0,65017,1430.2,802859.2,1650.44,11.66964286
Ragi,2012,Autumn,17502.0,12599,1430.2,2639301.6,5425.62,0.632
Ragi,2012,Summer,119.0,94,1430.2,17945.2,36.89,0.833333333
Ragi,2012,Winter,39551.0,31335,1430.2,5964290.8,12260.81,0.682727273
Rapeseed &Mustard,2012,Winter,14631.0,4031,1430.2,2206354.8,4535.61,0.238275862
Rice,2012,Autumn,561000.0,970000,1430.2,84598800.0,173910.0,1.56
Rice,2012,Summer,8629000.0,868000,1430.2,1301253200.0,2674990.0,0.077333333
Rice,2012,Winter,3188000.0,7658000,1430.2,480750400.0,988280.0,2.490666667
Sesamum,2012,Autumn,3270.0,581,1430.2,493116.0,1013.7,0.226666667
Sesamum,2012,Summer,3008.0,965,1430.2,453606.4,932.48,0.338695652
Sesamum,2012,Winter,15445.0,3773,1430.2,2329106.0,4787.95,0.263636364
Sugarcane,2012,Winter,14530.0,952370,1430.2,2191124.0,4504.3,67.76214286
Urad,2012,Autumn,27091.0,7941,1430.2,4085322.8,8398.21,0.2775
Urad,2012,Summer,5021.0,1901,1430.2,757166.8,1556.51,0.400555556
Urad,2012,Winter,79881.0,27544,1430.2,12046054.8,24763.11,0.336785714
Wheat,2012,Summer,1039.0,1974,1430.2,156681.2,322.09,1.622857143
Groundnut,2013,Autumn,24161.0,26412,1632.4,3491022.89,6523.47,0.964782609
Groundnut,2013,Summer,34063.0,58046,1632.4,4921762.87,9197.01,1.442413793
Groundnut,2013,Winter,1669.0,2311,1632.4,241153.81,450.63,1.251428571
Horse-gram,2013,Summer,62.0,21,1632.4,8958.38,16.74,0.38
Horse-gram,2013,Winter,42038.0,15031,1632.4,6074070.62,11350.26,0.33137931
Jute,2013,Autumn,1971.0,3566,1632.4,284789.79,532.17,1.82
Maize,2013,Autumn,91261.0,252778,1632.4,13186301.89,24640.47,1.566666667
Maize,2013,Summer,3591.0,10430,1632.4,518863.59,969.57,1.905454545
Maize,2013,Winter,278.0,420,1632.4,40168.22,75.06,1.802222222
Moong(Green Gram),2013,Autumn,24135.0,7728,1632.4,3487266.15,6516.45,0.2575
Moong(Green Gram),2013,Summer,137237.0,56544,1632.4,19829374.13,37053.99,0.398888889
Moong(Green Gram),2013,Winter,90618.0,24421,1632.4,13093394.82,24466.86,0.3176
Potato,2013,Winter,6151.0,71342,1632.4,888757.99,1660.77,11.84296296
Ragi,2013,Autumn,15768.0,11548,1632.4,2278318.32,4257.36,0.598
Ragi,2013,Summer,229.0,191,1632.4,33088.21,61.83,0.755714286
Ragi,2013,Winter,40637.0,34102,1632.4,5871640.13,10971.99,0.858333333
Rapeseed &Mustard,2013,Winter,13442.0,3617,1632.4,1942234.58,3629.34,0.231071429
Rice,2013,Autumn,582000.0,851000,1632.4,84093180.0,157140.0,1.2972
Rice,2013,Summer,300000.0,1025000,1632.4,43347000.0,81000.0,2.857307692
Rice,2013,Winter,3298000.0,5734000,1632.4,476528020.0,890460.0,1.853
Sesamum,2013,Autumn,2737.0,564,1632.4,395469.13,738.99,0.25
Sesamum,2013,Summer,4631.0,1210,1632.4,669133.19,1250.37,0.333478261
Sesamum,2013,Winter,16171.0,3838,1632.4,2336547.79,4366.17,0.231818182
Sugarcane,2013,Winter,14213.0,936514,1632.4,2053636.37,3837.51,62.18535714
Urad,2013,Autumn,27587.0,8298,1632.4,3986045.63,7448.49,0.253888889
Urad,2013,Summer,3008.0,1344,1632.4,434625.92,812.16,0.383125
Urad,2013,Winter,54210.0,16697,1632.4,7832802.9,14636.7,0.322758621
Wheat,2013,Summer,678.0,1069,1632.4,97964.22,183.06,1.665555556
Groundnut,2014,Autumn,20519.0,21179,1536.9,3097548.24,6771.27,1.088571429
Groundnut,2014,Summer,26407.0,38842,1536.9,3986400.72,8714.31,1.472857143
Groundnut,2014,Winter,1916.0,1936,1536.9,289239.36,632.28,1.179230769
Horse-gram,2014,Summer,118.0,40,1536.9,17813.28,38.94,0.368
Horse-gram,2014,Winter,38245.0,13177,1536.9,5773465.2,12620.85,0.343103448
Jute,2014,Autumn,1057.0,1718,1536.9,159564.72,348.81,1.55
Maize,2014,Autumn,89218.0,181982,1536.9,13468349.28,29441.94,1.46875
Maize,2014,Summer,2266.0,5918,1536.9,342075.36,747.78,2.085
Maize,2014,Winter,180.0,302,1536.9,27172.8,59.4,2.656363636
Moong(Green Gram),2014,Autumn,22009.0,4904,1536.9,3322478.64,7262.97,0.278888889
Moong(Green Gram),2014,Summer,175592.0,70272,1536.9,26507368.32,57945.36,0.391481481
Moong(Green Gram),2014,Winter,97798.0,29848,1536.9,14763586.08,32273.34,0.322857143
Potato,2014,Winter,8445.0,104081,1536.9,1274857.2,2786.85,12.0725
Ragi,2014,Autumn,15247.0,10806,1536.9,2301687.12,5031.51,0.638571429
Ragi,2014,Summer,286.0,260,1536.9,43174.56,94.38,0.728571429
Ragi,2014,Winter,35945.0,26950,1536.9,5426257.2,11861.85,0.682857143
Rapeseed &Mustard,2014,Winter,10119.0,2473,1536.9,1527564.24,3339.27,0.244137931
Rice,2014,Autumn,583000.0,1036000,1536.9,88009680.0,192390.0,1.599166667
Rice,2014,Summer,301000.0,1002000,1536.9,45438960.0,99330.0,2.62
Rice,2014,Winter,3282000.0,7802000,1536.9,495450720.0,1083060.0,2.379333333
Sesamum,2014,Autumn,3679.0,833,1536.9,555381.84,1214.07,0.25125
Sesamum,2014,Summer,4255.0,1278,1536.9,642334.8,1404.15,0.350434783
Sesamum,2014,Winter,17919.0,4546,1536.9,2705052.24,5913.27,0.2695
Sugarcane,2014,Winter,10047.0,722892,1536.9,1516695.12,3315.51,60.30111111
Urad,2014,Autumn,22843.0,5978,1536.9,3448379.28,7538.19,0.285
Urad,2014,Summer,2800.0,1120,1536.9,422688.0,924.0,0.402777778
Urad,2014,Winter,56121.0,20452,1536.9,8472026.16,18519.93,0.351034483
Wheat,2014,Summer,403.0,658,1536.9,60836.88,132.99,1.440625
Groundnut,2015,Autumn,16983.0,13595,1210.1,2681785.53,5604.39,0.985
Groundnut,2015,Summer,32819.0,40760,1210.1,5182448.29,10830.27,1.242758621
Groundnut,2015,Winter,1404.0,1812,1210.1,221705.64,463.32,1.170833333
Horse-gram,2015,Summer,156.0,27,1210.1,24633.96,51.48,0.18
Horse-gram,2015,Winter,33206.0,9416,1210.1,5243559.46,10957.98,0.356551724
Jute,2015,Autumn,1204.0,2617,1210.1,190123.64,397.32,1.901666667
Maize,2015,Autumn,52843.0,103999,1210.1,8344438.13,17438.19,1.629130435
Maize,2015,Summer,2489.0,6521,1210.1,393037.99,821.37,1.936111111
Maize,2015,Winter,255.0,458,1210.1,40267.05,84.15,2.528
Moong(Green Gram),2015,Autumn,19391.0,4715,1210.1,3062032.81,6399.03,0.231111111
